Date;CGW_US;GEAE;GEGB;GESW;GRNSOLAR;GRNWIND;ICLN;MXEA;SPGTAQNT;VIX;Policy_un;BTC
08.10.2013;25.22;56.87;251.73;177.41;816.47;1073.91;10.4;1916.36;4059.91;20.34;171.0222473;23.15
07.10.2013;25.54;57.67;252.04;180.27;805.04;1062.66;10.41;1923.41;4034.43;19.41;171.0222473;22.72
04.10.2013;25.6697;57.73;250.36;180.12;786.96;1069.44;10.58;1918.62;4024.34;16.74;171.0222473;22.51
03.10.2013;25.68;57.67;249.42;180.67;798.38;1052.63;10.45;1918.19;3992.92;17.67;171.0222473;22.28
02.10.2013;25.9;58.18;249.61;180.47;778.37;1053.9;10.46;1919.9;4026.85;16.6;171.0222473;20.57
01.10.2013;25.886;58.21;249.13;179.49;778.4;1044.83;10.37;1916.4;3990.88;15.54;171.0222473;20.93
30.09.2013;25.66;58.39;248.53;178.71;769.74;1064.12;10.239;1916.3;4001.71;16.6;144.4017792;21.52
27.09.2013;25.67;57.76;247.65;176.04;754.1;1024.42;10.12;1907.23;4002.54;15.46;144.4017792;21.77
26.09.2013;25.72;57.53;247.39;174.79;754.57;998.96;9.99;1915.64;3994.62;14.06;144.4017792;21.5
25.09.2013;25.69;58.12;248.84;177.01;742.83;982.64;9.8;1910.51;4015.33;14.01;144.4017792;17.96
24.09.2013;25.71;57.81;244.45;176.99;718.02;958.61;9.77;1892.69;4011.38;14.08;144.4017792;16.13
20.09.2013;25.67;58.18;244.45;176.42;704.91;944.59;9.66;1895.14;4057.86;13.12;144.4017792;15.79
19.09.2013;25.84;56.69;243.74;175.06;700.55;930.99;9.78;1893.19;4052.14;13.16;144.4017792;16.51
18.09.2013;25.95;56.68;244.48;176.23;697.38;928.09;9.84;1898.6;4050.1;13.59;144.4017792;15.25
17.09.2013;25.49;55.77;242.47;175.85;700.17;922.08;9.5941;1894.74;4002.89;14.53;144.4017792;14.23
16.09.2013;25.37;54.43;244.79;177.92;695.27;912.81;9.62;1915.68;3992.06;14.38;144.4017792;14.17
13.09.2013;25.12;54.38;244.79;177.92;704.28;918.53;9.53;1915.6;3991.91;14.16;144.4017792;14.14
12.09.2013;25.07;54.47;242.44;177.84;691.41;906.28;9.47;1913.5;3975.06;14.29;144.4017792;14.03
11.09.2013;25.22;53.99;242.5;178.19;691.31;886.58;9.6;1908.0;3933.79;13.82;144.4017792;13.88
10.09.2013;25.1;53.33;242.51;177.88;680.94;898.45;9.54;1885.14;3909.84;14.53;144.4017792;13.7
09.09.2013;24.8;53.24;242.12;176.69;673.48;893.44;9.45;1878.24;3904.55;15.63;144.4017792;13.37
06.09.2013;24.4777;53.26;241.87;176.74;671.68;883.28;9.4002;1878.03;3859.54;15.85;144.4017792;12.65
05.09.2013;24.43;53.34;240.86;175.91;679.6;892.91;9.31;1879.33;3853.08;15.77;144.4017792;14.3
04.09.2013;24.37;52.97;238.63;174.81;695.09;889.72;9.0922;1864.94;3814.57;15.88;144.4017792;14.26
03.09.2013;24.12;52.93;237.54;173.26;688.23;895.14;9.14;1855.14;3820.94;16.61;144.4017792;14.15
30.08.2013;23.88;51.99;236.55;174.64;710.57;889.49;8.91;1840.49;3824.64;17.01;102.7706757;14.18
29.08.2013;24.17;51.05;233.1;171.0;723.44;884.24;8.89;1823.09;3851.1;16.81;102.7706757;13.95
28.08.2013;24.14;51.43;233.42;169.82;735.89;879.32;8.872;1830.96;3853.82;16.49;102.7706757;13.99
27.08.2013;24.04;50.71;232.36;167.46;733.93;897.98;8.85;1818.48;3841.41;16.77;102.7706757;13.8
26.08.2013;24.42;50.31;231.68;167.36;739.37;929.63;9.092;1822.54;3808.62;14.99;102.7706757;13.66
23.08.2013;24.57;50.8;233.36;166.74;741.31;939.87;9.2886;1845.33;3811.36;13.98;102.7706757;13.93
22.08.2013;24.44;51.3;235.37;169.54;747.7;926.66;9.23;1853.82;3834.14;14.76;102.7706757;14.29
21.08.2013;24.1915;51.05;235.73;169.59;740.78;922.64;9.0296;1856.68;3877.04;15.94;102.7706757;14.24
20.08.2013;24.28;51.4;233.79;169.27;735.91;930.22;9.11;1847.54;3922.01;14.91;102.7706757;14.18
19.08.2013;24.26;51.27;231.0;167.74;746.09;924.11;9.11;1836.93;3918.54;15.1;102.7706757;14.25
16.08.2013;24.42;51.47;230.47;167.7;752.47;913.6;9.3636;1842.54;3903.96;14.37;102.7706757;14.26
15.08.2013;24.37;52.26;232.42;168.42;746.45;908.07;9.34;1862.71;3885.28;14.73;102.7706757;14.21
14.08.2013;24.68;53.52;233.75;169.41;743.32;923.8;9.53;1875.64;3888.01;13.04;102.7706757;13.76
13.08.2013;24.84;53.97;236.52;171.39;765.27;948.2;9.58;1888.91;3890.97;12.31;102.7706757;13.82
12.08.2013;24.97;54.02;236.43;171.97;777.54;932.22;9.58;1888.51;3879.91;12.81;102.7706757;13.23
09.08.2013;25.07;53.62;236.7;171.94;779.68;934.41;9.496;1877.31;3874.14;13.41;102.7706757;13.75
08.08.2013;25.01;53.17;235.34;171.21;771.14;918.53;9.459;1874.73;3898.07;12.73;102.7706757;13.68
07.08.2013;24.81;53.12;234.78;171.04;758.33;920.47;9.34;1879.2;3912.63;12.98;102.7706757;14.55
06.08.2013;24.84;53.21;234.82;170.94;775.87;930.33;9.6204;1873.54;3899.37;12.72;102.7706757;14.14
05.08.2013;24.92;53.26;234.33;170.8;756.8;935.3;9.68;1866.28;3883.62;11.84;102.7706757;13.31
02.08.2013;24.83;52.96;232.15;169.02;743.06;939.88;9.61;1871.98;3845.73;11.98;102.7706757;13.3
01.08.2013;24.797;53.37;233.61;169.75;779.21;964.65;9.53;1877.38;3851.04;12.94;102.7706757;13.2
31.07.2013;24.56;54.62;234.61;170.83;784.09;917.54;9.32;1888.72;3850.31;13.45;94.03990936;12.98
30.07.2013;24.54;54.83;235.67;171.6;775.25;924.76;9.3401;1874.48;3822.23;13.39;94.03990936;12.09
29.07.2013;24.78;55.01;234.41;170.36;736.94;919.32;9.3;1862.3;3810.59;13.39;94.03990936;12.12
26.07.2013;24.93;54.34;229.73;168.41;713.94;920.61;9.38;1842.64;3851.23;12.72;94.03990936;12.52
25.07.2013;24.95;53.96;230.64;167.45;721.25;921.45;9.45;1855.44;3837.25;12.97;94.03990936;11.92
24.07.2013;24.73;54.76;230.81;167.11;730.86;921.23;9.472;1855.51;3850.37;13.18;94.03990936;11.58
23.07.2013;24.94;54.64;230.75;166.27;720.25;908.84;9.45;1844.62;3826.12;12.66;94.03990936;11.05
22.07.2013;25.02;54.03;231.14;164.2;740.51;922.87;9.46;1854.72;3858.41;12.29;94.03990936;11.12
19.07.2013;24.92;56.14;233.13;167.27;760.19;940.21;9.4099;1873.7;3864.75;12.54;94.03990936;11.17
18.07.2013;24.86;53.91;233.15;167.29;759.16;937.2;9.338;1860.85;3866.18;13.77;94.03990936;11.18
17.07.2013;24.76;53.73;235.15;167.54;777.59;957.16;9.32;1865.75;3848.69;13.78;94.03990936;10.72
16.07.2013;24.71;53.03;234.23;165.99;760.89;949.7;9.3;1858.53;3858.71;14.42;94.03990936;10.53
15.07.2013;24.77;51.7;235.83;166.65;749.82;932.37;9.27;1878.39;3848.17;13.79;94.03990936;10.65
12.07.2013;24.57;51.78;237.7;166.31;734.19;925.68;9.1;1893.68;3835.9;13.84;94.03990936;10.89
11.07.2013;24.7;52.39;237.87;166.28;726.04;905.25;9.11;1888.38;3827.12;14.01;94.03990936;10.91
10.07.2013;24.17;51.23;237.07;161.82;716.76;901.12;8.9025;1890.6;3814.78;14.21;94.03990936;11.06
09.07.2013;24.02;52.17;237.52;161.86;708.74;886.82;8.92;1886.29;3797.35;14.35;94.03990936;10.85
08.07.2013;23.84;53.17;237.31;160.24;703.11;889.3;8.86;1896.55;3751.48;14.78;94.03990936;10.72
05.07.2013;23.64;52.95;235.64;159.29;687.47;881.63;8.72;1887.57;3730.4;14.89;94.03990936;10.91
03.07.2013;23.51;54.23;235.65;158.95;671.52;863.66;8.68;1899.35;3724.88;16.2;94.03990936;11.11
02.07.2013;23.44;53.5;234.2;159.53;688.16;864.13;8.77;1882.4;3743.86;16.44;94.03990936;10.58
01.07.2013;23.49;52.48;234.31;158.6;698.03;858.25;8.77;1878.47;3730.43;16.37;94.03990936;10.03
28.06.2013;23.33;51.85;232.67;157.0;698.49;863.44;8.741;1863.81;3713.14;16.86;114.616127;10.27
27.06.2013;23.279;51.25;229.4;156.81;684.89;862.0;8.8;1836.93;3657.2;16.86;114.616127;10.15
26.06.2013;23.01;50.5;228.31;156.15;685.0;854.77;8.57;1836.02;3674.2;17.21;114.616127;10.09
25.06.2013;22.89;50.0;228.96;158.65;677.52;851.93;8.384;1832.77;3698.67;18.47;114.616127;10.41
24.06.2013;22.55;49.86;227.88;158.92;660.5;827.91;8.37;1827.93;3720.66;20.11;114.616127;10.36
21.06.2013;22.85;49.45;225.11;157.04;648.06;829.37;8.66;1810.82;3722.91;18.9;114.616127;9.99
20.06.2013;23.03;48.48;220.43;153.96;637.87;820.39;8.64;1790.27;3748.84;20.49;114.616127;10.32
19.06.2013;23.83;49.28;220.3;154.07;628.26;805.72;8.9501;1799.6;3749.28;16.64;114.616127;11.1
18.06.2013;24.286;49.83;221.78;156.15;615.13;802.56;9.191;1805.05;3722.44;16.61;114.616127;11.11
17.06.2013;24.08;50.3;224.14;158.45;612.41;789.07;9.08;1816.7;3720.2;16.8;114.616127;10.2
14.06.2013;24.01;49.46;224.92;157.5;615.49;793.13;8.8101;1820.63;3728.94;17.15;114.616127;11.12
13.06.2013;24.16;49.14;227.06;159.38;620.2;795.43;8.96;1821.43;3724.3;16.41;114.616127;9.76
12.06.2013;23.83;49.03;227.77;159.53;614.25;781.0;8.7545;1826.24;3729.37;18.59;114.616127;8.63
11.06.2013;24.0;47.16;225.38;158.09;602.55;778.11;8.7894;1818.23;3717.76;17.07;114.616127;8.53
10.06.2013;24.22;47.23;224.2;158.47;602.26;780.44;9.0;1835.85;3724.85;15.44;114.616127;7.85
07.06.2013;24.36;46.39;223.97;159.27;593.62;777.3;8.855;1832.08;3741.24;15.14;114.616127;8.56
06.06.2013;24.13;45.98;223.44;158.36;592.9;780.53;8.77;1832.0;3708.8;16.63;114.616127;10.1
05.06.2013;23.922;45.73;222.7;158.25;601.79;775.53;8.81;1831.2;3684.4;17.5;114.616127;10.01
04.06.2013;24.33;45.64;222.49;157.48;603.8;767.52;8.99;1832.66;3678.03;16.27;114.616127;10.88
03.06.2013;24.6;45.97;224.02;158.17;590.13;743.67;9.03;1836.59;3633.64;16.28;114.616127;10.92
31.05.2013;24.36;46.3;226.38;158.47;583.34;747.68;9.0;1844.39;3640.58;16.3;104.3045502;11.56
30.05.2013;24.7;45.67;222.49;158.22;581.78;731.72;9.23;1809.86;3644.43;14.53;104.3045502;11.67
29.05.2013;24.52;45.31;221.09;156.11;568.32;725.77;9.15;1798.85;3627.03;14.83;104.3045502;11.73
28.05.2013;24.72;45.19;221.5;155.49;557.37;728.0;8.96;1808.12;3579.1;14.48;104.3045502;12.22
24.05.2013;24.64;44.55;219.06;154.61;542.8;711.92;9.0234;1786.5;3542.91;13.99;104.3045502;12.63
23.05.2013;24.74;44.5;217.83;154.76;545.09;714.18;8.81;1790.3;3539.11;14.07;104.3045502;12.12
22.05.2013;24.77;44.71;218.11;155.42;536.81;710.4;9.0001;1788.95;3522.1;13.82;104.3045502;12.25
21.05.2013;25.13;44.43;217.18;155.31;538.25;705.06;9.408;1778.49;3496.85;13.37;104.3045502;11.58
20.05.2013;25.085;43.64;215.09;152.98;562.06;738.58;9.31;1758.15;3485.4;13.02;104.3045502;11.07
17.05.2013;24.86;43.1;211.72;150.2;564.95;742.38;9.1001;1744.1;3463.36;12.45;104.3045502;11.56
16.05.2013;24.74;42.45;209.44;150.48;559.56;732.72;9.0612;1733.05;3498.69;13.07;104.3045502;12.16
15.05.2013;24.83;41.73;209.14;149.69;543.24;722.03;9.09;1733.43;3494.08;12.81;104.3045502;12.12
14.05.2013;24.67;41.66;208.34;147.76;534.08;718.18;9.056;1724.03;3495.08;12.77;104.3045502;11.82
13.05.2013;24.41;41.38;209.63;146.43;529.63;732.92;8.824;1720.73;3540.96;12.55;104.3045502;12.43
10.05.2013;24.42;40.78;206.24;146.69;540.86;766.24;8.8101;1697.34;3549.15;12.59;104.3045502;13.34
09.05.2013;24.3819;41.52;208.44;148.94;528.85;756.07;8.74;1711.89;3530.26;13.13;104.3045502;13.63
08.05.2013;24.57;40.96;207.97;148.19;546.9;753.64;8.819;1714.91;3502.14;12.66;104.3045502;13.56
07.05.2013;24.38;40.54;209.9;147.94;547.17;747.71;8.6501;1734.12;3508.83;12.83;104.3045502;13.65
06.05.2013;24.4;42.49;213.68;150.62;550.86;750.13;8.6237;1751.41;3519.49;12.66;104.3045502;14.27
03.05.2013;24.34;43.06;213.34;150.31;548.48;742.57;8.57;1754.53;3533.87;12.85;104.3045502;14.36
02.05.2013;24.11;42.64;211.66;150.27;541.65;742.74;8.52;1735.38;3516.93;13.59;104.3045502;14.65
01.05.2013;24.05;41.8;210.96;148.45;545.66;720.71;8.5199;1732.71;3570.36;14.49;104.3045502;14.46
30.04.2013;24.24;41.47;212.33;149.53;578.75;733.55;8.5;1748.06;3578.89;13.52;118.7104797;14.81
29.04.2013;24.1;41.59;211.31;149.3;582.66;754.83;8.43;1759.84;3605.0;13.71;118.7104797;14.2
26.04.2013;23.93;43.25;213.28;149.91;564.16;744.05;8.241;1765.47;3615.5;13.61;118.7104797;13.94
25.04.2013;23.94;42.62;211.54;150.63;568.5;734.98;8.28;1756.62;3605.42;13.62;118.7104797;13.81
24.04.2013;23.77;42.81;216.44;152.58;585.25;716.02;8.24;1776.7;3587.42;13.61;118.7104797;13.74
23.04.2013;23.64;42.49;217.28;153.88;586.52;713.57;8.132;1765.24;3589.76;13.48;118.7104797;13.82
22.04.2013;23.43;42.76;217.63;153.72;573.22;714.95;8.05;1762.25;3600.1;14.39;118.7104797;13.18
19.04.2013;23.41;42.81;218.29;153.14;572.28;716.71;8.05;1768.14;3583.53;14.97;118.7104797;12.81
18.04.2013;23.36;42.52;218.79;153.03;573.57;719.88;7.8;1763.83;3571.93;17.56;118.7104797;12.68
17.04.2013;23.55;41.85;217.47;153.32;569.33;715.08;7.951;1752.15;3542.89;16.51;118.7104797;13.27
16.04.2013;23.98;43.6;219.07;153.96;576.02;695.17;8.19;1766.07;3548.58;13.96;118.7104797;12.8
15.04.2013;23.66;44.42;219.39;154.36;577.58;683.21;8.13;1757.49;3578.89;17.27;118.7104797;12.62
12.04.2013;24.23;43.49;218.63;154.14;569.36;667.06;8.14;1763.27;3590.61;12.06;118.7104797;12.56
11.04.2013;24.24;43.44;216.58;153.86;571.73;665.26;7.84;1741.75;3588.05;12.24;118.7104797;12.46
10.04.2013;24.15;43.46;214.54;151.27;573.74;666.16;7.764;1724.75;3577.51;12.36;118.7104797;12.29
09.04.2013;23.79;43.12;215.15;152.01;573.41;670.76;7.68;1729.84;3600.12;12.84;118.7104797;11.41
08.04.2013;23.71;42.3;214.94;154.02;573.43;664.83;7.32;1725.63;3611.24;13.19;118.7104797;10.71
05.04.2013;23.66;42.52;216.53;154.89;545.13;665.34;7.22;1738.76;3597.32;13.92;118.7104797;13.32
04.04.2013;23.74;42.76;217.61;155.81;542.02;678.95;7.28;1744.1;3584.17;13.89;118.7104797;15.01
03.04.2013;23.62;42.46;218.68;154.08;525.89;666.64;7.22;1753.91;3567.95;14.21;118.7104797;16.22
02.04.2013;23.72;41.71;220.96;155.4;519.01;656.93;7.27;1748.18;3564.24;12.78;118.7104797;15.35
01.04.2013;23.71;41.68;221.59;155.95;523.43;650.33;7.36;1746.8;3575.29;13.58;118.7104797;14.56
28.03.2013;23.94;40.95;221.1;155.57;519.97;636.54;7.36;1733.47;3549.44;12.7;124.9408112;17.51
27.03.2013;23.7;40.91;219.92;155.11;503.94;632.69;7.37;1731.42;3553.68;13.15;124.9408112;16.31
26.03.2013;23.89;40.69;218.06;154.39;507.49;647.66;7.3261;1722.93;3485.7;12.77;124.9408112;14.35
25.03.2013;23.75;40.65;218.57;154.55;510.6;645.32;7.23;1721.85;3462.54;13.74;124.9408112;13.24
22.03.2013;23.99;40.67;219.32;156.04;499.73;645.85;7.52;1714.2;3436.49;13.57;124.9408112;14.2
21.03.2013;23.88;39.71;218.63;155.54;495.77;647.08;7.42;1711.14;3403.89;13.99;124.9408112;10.32
20.03.2013;23.96;39.68;218.34;154.86;493.62;620.7;7.3126;1713.35;3398.69;12.67;124.9408112;8.48
19.03.2013;23.79;38.64;213.04;152.08;479.7;601.13;7.26;1683.24;3389.32;14.39;124.9408112;10.21
18.03.2013;23.8;38.66;213.4;151.28;466.58;605.71;7.24;1670.9;3396.22;13.36;124.9408112;12.34
15.03.2013;23.911;38.9;211.37;149.74;485.92;631.05;7.332;1658.53;3396.09;11.3;124.9408112;11.18
14.03.2013;23.94;38.43;211.26;149.01;483.77;639.34;7.3;1648.01;3370.13;11.3;124.9408112;20.39
13.03.2013;23.7708;38.39;212.23;147.12;509.24;665.01;7.19;1665.87;3357.32;11.83;124.9408112;26.29
12.03.2013;23.74;37.75;210.06;147.09;515.09;667.06;7.26;1645.23;3325.04;12.27;124.9408112;21.52
11.03.2013;23.94;38.02;210.5;146.78;514.68;664.42;7.4099;1658.93;3295.49;11.56;124.9408112;15.99
08.03.2013;23.93;38.07;210.11;147.16;499.69;653.69;7.454;1656.0;3253.18;12.59;124.9408112;15.26
07.03.2013;23.92;37.38;208.12;145.96;503.72;651.58;7.45;1638.94;3297.74;13.06;124.9408112;14.79
06.03.2013;23.92;37.29;208.78;146.31;502.21;662.36;7.384;1637.32;3340.63;13.53;124.9408112;14.81
05.03.2013;23.94;36.54;206.75;143.99;515.59;660.38;7.32;1622.63;3466.16;13.48;124.9408112;11.45
04.03.2013;23.73;35.57;204.06;142.94;532.87;665.2;7.26;1607.83;3501.24;14.01;124.9408112;9.67
01.03.2013;23.54;34.81;201.55;141.28;514.65;658.12;7.29;1598.66;3479.92;15.36;124.9408112;9.98
28.02.2013;23.6;35.68;206.33;143.28;512.23;665.67;7.2945;1625.85;3470.59;15.51;114.6541138;8.81
27.02.2013;23.62;36.09;208.3;143.37;506.41;670.1;7.34;1636.93;3468.19;14.73;114.6541138;8.26
26.02.2013;23.1899;37.77;218.06;147.93;514.5;666.08;7.2885;1716.18;3454.91;16.87;114.6541138;7.84
25.02.2013;22.92;38.33;217.29;150.98;516.06;670.14;7.3;1706.87;3473.79;18.99;114.6541138;7.95
22.02.2013;23.51;38.11;216.87;149.0;517.26;680.49;7.37;1707.9;3489.46;14.17;114.6541138;7.24
21.02.2013;23.25;37.23;215.44;149.28;526.4;692.54;7.371;1689.43;3509.76;15.22;114.6541138;6.64
20.02.2013;23.47;37.56;213.32;149.68;513.12;695.71;7.488;1676.65;3476.78;14.68;114.6541138;5.79
19.02.2013;23.8;37.8;211.96;147.87;516.43;692.71;7.48;1693.38;3469.89;12.31;114.6541138;5.27
15.02.2013;23.58;38.57;213.04;148.76;506.28;664.06;7.54;1689.42;3521.8;12.46;114.6541138;5.29
14.02.2013;23.56;39.63;214.87;150.34;501.8;650.2;7.4599;1691.01;3534.51;12.66;114.6541138;5.27
13.02.2013;23.66;39.06;215.2;149.42;504.95;662.95;7.35;1682.78;3524.85;12.98;114.6541138;4.97
12.02.2013;23.57;38.93;212.9;148.06;527.19;668.07;7.38;1669.61;3560.67;12.64;114.6541138;5.43
11.02.2013;23.4;39.01;212.27;146.95;520.0;667.87;7.2675;1678.04;3535.34;12.94;114.6541138;4.96
08.02.2013;23.42;39.5;215.5;149.48;494.52;663.94;7.19;1707.72;3571.43;13.02;114.6541138;4.71
07.02.2013;23.35;39.72;215.79;150.94;482.21;665.98;7.2899;1693.12;3552.78;13.5;114.6541138;4.6
06.02.2013;23.44;40.1;216.89;150.53;489.0;663.11;7.27;1702.25;3554.12;13.41;114.6541138;4.53
05.02.2013;23.37;40.65;218.68;151.6;476.95;650.41;7.229;1723.19;3556.69;13.72;114.6541138;4.06
04.02.2013;23.14;40.11;218.84;150.52;475.36;647.67;7.15;1727.02;3591.4;14.67;114.6541138;3.87
01.02.2013;23.39;39.6;221.79;150.94;466.11;643.88;7.305;1731.77;3622.46;12.9;114.6541138;3.75
31.01.2013;23.2;39.27;220.91;149.91;448.21;642.88;7.32;1724.32;3617.5;14.28;157.5333099;3.47
30.01.2013;23.26;39.17;220.92;149.95;440.82;640.59;7.41;1733.46;3583.99;14.32;157.5333099;3.49
29.01.2013;23.39;38.57;221.87;148.88;436.11;628.52;7.37;1734.35;3586.25;13.31;157.5333099;3.41
28.01.2013;23.33;39.35;223.9;150.25;442.52;625.54;7.38;1780.48;3581.06;13.57;157.5333099;3.39
25.01.2013;23.32;39.86;227.28;152.49;437.74;617.42;7.49;1781.84;3571.84;12.89;157.5333099;3.34
24.01.2013;23.34;39.76;228.15;152.62;438.15;608.89;7.54;1781.14;3527.01;12.69;157.5333099;3.33
23.01.2013;23.1;38.88;227.73;152.59;430.93;614.84;7.58;1763.95;3525.02;12.46;157.5333099;3.3
22.01.2013;23.1;38.69;227.49;151.22;436.7;613.83;7.546;1772.81;3534.52;12.43;157.5333099;3.04
18.01.2013;22.96;38.86;228.34;151.91;437.71;610.58;7.55;1770.0;3547.81;12.46;157.5333099;3.05
17.01.2013;22.9;39.03;226.68;149.95;425.46;598.46;7.6;1765.77;3521.47;13.57;157.5333099;2.72
16.01.2013;22.6;38.55;225.5;147.52;419.68;599.35;7.51;1764.17;3515.72;13.42;157.5333099;2.82
15.01.2013;22.59;37.88;225.74;147.44;414.21;592.15;7.57;1758.89;3517.67;13.55;157.5333099;2.77
14.01.2013;22.6;37.55;226.02;147.32;399.97;587.0;7.605;1767.32;3481.01;13.52;157.5333099;2.54
11.01.2013;22.68;37.48;225.36;147.56;391.84;578.69;7.6635;1780.51;3491.87;13.36;157.5333099;2.49
10.01.2013;22.64;36.45;223.13;146.36;388.54;574.17;7.68;1759.69;3509.1;13.49;157.5333099;2.38
09.01.2013;22.48;36.42;221.46;144.52;381.58;568.02;7.5499;1743.72;3480.57;13.81;157.5333099;2.31
08.01.2013;22.38;35.9;220.95;144.09;382.84;577.99;7.409;1749.86;3457.09;13.62;157.5333099;2.29
07.01.2013;22.476;35.77;216.16;142.56;390.74;587.25;7.5;1737.37;3462.27;13.79;157.5333099;2.3
04.01.2013;22.59;35.82;215.43;141.92;385.39;588.26;7.57;1749.92;3437.09;13.83;157.5333099;2.29
03.01.2013;22.54;36.0;218.42;144.1;399.99;594.79;7.53;1753.61;3415.47;14.56;157.5333099;2.21
02.01.2013;22.66;35.67;217.98;144.23;404.6;589.36;7.4;1741.77;3375.08;14.68;157.5333099;2.19
31.12.2012;22.236;34.87;216.88;142.67;403.74;591.18;7.17;1729.64;3386.48;18.02;192.8251648;2.1
28.12.2012;21.9322;34.99;216.78;143.97;398.9;566.93;7.1;1728.51;3376.51;22.72;192.8251648;1.95
27.12.2012;22.15;34.6;215.16;143.63;368.68;555.34;7.3;1715.59;3399.8;19.47;192.8251648;1.9
26.12.2012;22.1045;33.85;214.7;141.59;363.82;544.05;7.4;1699.02;3446.06;19.48;192.8251648;1.96
24.12.2012;22.11;33.3;211.26;138.24;368.57;553.42;7.3101;1674.57;3432.38;17.84;192.8251648;1.94
21.12.2012;22.63;33.07;209.86;138.31;367.46;555.08;7.36;1671.23;3491.7;17.84;192.8251648;1.76
20.12.2012;22.7148;32.57;207.86;138.48;374.56;551.45;7.39;1667.67;3505.43;17.67;192.8251648;1.74
19.12.2012;22.63;32.82;209.13;140.36;376.31;558.08;7.29;1674.11;3488.72;17.36;192.8251648;1.65
18.12.2012;22.74;33.43;212.71;142.4;381.41;560.86;7.17;1690.78;3431.07;15.57;192.8251648;1.6
17.12.2012;22.45;33.45;210.91;140.26;382.41;561.85;7.29;1701.15;3420.01;16.34;192.8251648;1.6
14.12.2012;22.27;33.96;218.0;144.82;384.22;576.03;7.0999;1715.09;3407.13;17.0;192.8251648;1.59
13.12.2012;22.2099;33.75;217.54;146.05;386.15;578.34;6.988;1724.04;3415.9;16.56;192.8251648;1.59
12.12.2012;22.24;33.35;214.66;146.22;399.64;586.67;6.97;1702.84;3419.86;15.95;192.8251648;1.55
11.12.2012;22.29;32.83;211.5;143.85;403.13;580.12;6.863;1676.02;3433.91;15.57;192.8251648;1.54
10.12.2012;22.0623;31.18;210.41;143.95;409.55;579.98;6.834;1667.68;3435.33;16.05;192.8251648;1.53
07.12.2012;21.97;30.97;208.99;142.53;401.29;567.43;6.87;1660.8;3458.26;15.9;192.8251648;1.51
06.12.2012;21.9505;30.72;209.0;143.37;401.69;571.39;6.75;1659.21;3456.89;16.58;192.8251648;1.5
05.12.2012;22.03;30.82;208.86;142.18;413.0;583.62;6.7;1675.97;3419.93;16.46;192.8251648;1.49
04.12.2012;22.03;31.08;210.96;142.85;418.02;580.86;6.65;1677.02;3442.26;17.12;192.8251648;1.52
03.12.2012;21.92;31.24;211.17;143.47;417.38;570.03;6.592;1666.87;3436.03;16.64;192.8251648;1.51
30.11.2012;21.91;31.41;212.28;146.01;428.61;577.41;6.65;1674.3;3462.3;15.87;187.4906464;1.51
29.11.2012;22.03;31.37;212.23;146.15;427.1;581.28;6.642;1674.6;3453.18;15.06;187.4906464;1.51
28.11.2012;21.75;31.26;210.88;144.6;429.57;583.65;6.58;1668.52;3461.48;15.51;187.4906464;1.5
27.11.2012;21.516;31.66;211.92;145.37;431.01;577.33;6.55;1677.95;3439.52;15.92;187.4906464;1.51
26.11.2012;21.64;31.73;211.43;145.67;430.77;574.91;6.6305;1679.37;3443.43;15.5;187.4906464;1.52
23.11.2012;21.57;32.29;211.55;147.73;424.15;579.03;6.5152;1686.72;3459.5;15.14;187.4906464;1.53
21.11.2012;21.17;32.18;212.13;147.51;414.21;574.35;6.42;1686.39;3451.77;15.31;187.4906464;1.49
20.11.2012;21.11;32.16;212.5;148.06;416.12;579.8;6.35;1689.37;3429.87;15.08;187.4906464;1.49
19.11.2012;20.92;31.66;210.81;146.89;416.18;576.89;6.43;1683.64;3436.0;15.24;187.4906464;1.53
16.11.2012;20.6688;31.72;211.74;146.52;417.64;582.12;6.344;1688.95;3454.68;16.41;187.4906464;1.54
15.11.2012;20.5299;32.09;211.89;146.8;418.39;566.2;6.2393;1713.66;3450.29;17.99;187.4906464;1.54
14.11.2012;20.5815;32.07;212.14;145.63;425.66;585.43;6.209;1699.43;3445.02;17.92;187.4906464;1.52
13.11.2012;20.72;31.62;209.67;144.05;431.83;584.22;6.3;1683.61;3453.67;16.65;187.4906464;1.51
12.11.2012;20.81;31.92;209.79;143.54;429.95;582.89;6.31;1693.58;3455.33;16.68;187.4906464;1.51
09.11.2012;20.8799;31.83;211.66;144.79;444.91;601.31;6.35;1693.35;3419.13;18.61;187.4906464;1.49
08.11.2012;20.98;31.61;211.67;144.28;450.19;589.88;6.42;1683.2;3397.62;18.49;187.4906464;1.5
07.11.2012;21.16;31.33;211.13;143.13;437.88;590.26;6.5;1682.67;3416.46;19.08;187.4906464;1.5
06.11.2012;21.55;31.08;210.33;144.31;442.91;591.19;6.57;1679.51;3398.44;17.58;187.4906464;1.42
05.11.2012;21.36;30.61;209.89;143.83;427.33;597.28;6.43;1677.2;3340.13;18.42;187.4906464;1.41
02.11.2012;21.33;30.37;205.8;141.92;423.86;596.04;6.472;1654.93;3360.44;17.59;187.4906464;1.4
01.11.2012;21.53;30.46;205.2;141.44;414.71;587.17;6.56;1654.34;3388.21;16.69;187.4906464;1.39
31.10.2012;21.38;30.84;205.55;142.5;406.16;588.23;6.51;1667.8;3365.16;18.6;165.9444885;1.37
